Date,Open,High,Low,Close,Volume,Adj Close
2014-12-02,9.93,9.93,9.93,9.93,000,9.93
2014-12-01,9.93,9.93,9.93,9.93,000,9.93
2014-11-28,9.93,9.93,9.93,9.93,000,9.93
2014-11-26,9.93,9.93,9.93,9.93,000,9.93
2014-11-25,10.00,10.00,9.90,9.93,9300,9.93
2014-11-24,10.14,10.14,10.14,10.14,000,10.14
2014-11-21,10.05,10.14,10.05,10.14,1000,10.14
2014-11-20,9.95,9.95,9.95,9.95,000,9.95
2014-11-19,10.25,10.25,9.95,9.95,12100,9.95
2014-11-18,10.25,10.25,10.25,10.25,000,10.25
2014-11-17,10.25,10.25,10.25,10.25,000,10.25
2014-11-14,10.25,10.25,10.25,10.25,2000,10.25
